record_id,craft_cluster,state,craft_category,material,production_days,artisan_experience_years,raw_material_cost_inr,daily_wage_rate_inr,labor_cost_inr,cost_floor_inr,fair_trade_price_inr,gi_tagged,dye_type,seasonal_quarter,festive_multiplier,market_clearing_price_inr,demand_score,units_sold_monthly,buyer_rating
KS-CRAFT-0321,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,6,3205.25,680.0,4760.0,7965.25,9956.56,1,Natural Indigo/Madder,Q4 (Oct-Dec),1.45,17548.63,100.0,17,4.82
KS-CRAFT-0322,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",5,19,592.13,580.0,2900.0,3492.13,4365.16,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,7815.37,100.0,17,4.56
KS-CRAFT-0323,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,14,11,4804.23,620.0,8680.0,13484.23,16855.29,1,Metallic Zari & Organic Dip,Q3 (Jul-Sep),1.15,23779.55,95.6,19,4.95
KS-CRAFT-0324,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,19,1159.55,560.0,3920.0,5079.55,6349.44,1,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,7563.79,76.8,14,4.79
KS-CRAFT-0325,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,9,3,1345.56,540.0,4860.0,6205.56,7756.95,1,Natural Beeswax Patina,Q4 (Oct-Dec),1.45,13700.14,100.0,19,4.47
KS-CRAFT-0326,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,19,1195.93,540.0,3780.0,4975.93,6219.91,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,9122.84,87.4,19,4.47
KS-CRAFT-0327,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,23,624.19,520.0,2080.0,2704.19,3380.24,1,Natural Plant Extracts (Haldi/Neel),Q1 (Jan-Mar),1.1,4622.33,93.4,16,4.76
KS-CRAFT-0328,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,20,1105.07,520.0,2080.0,3185.07,3981.34,1,Natural Plant Extracts (Haldi/Neel),Q3 (Jul-Sep),1.15,5776.0,92.0,17,4.65
KS-CRAFT-0329,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,33,1494.29,560.0,5040.0,6534.29,8167.86,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,12223.23,96.6,17,4.89
KS-CRAFT-0330,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,33,1120.1,520.0,2600.0,3720.1,4650.12,1,Organic Mineral Pigments,Q1 (Jan-Mar),1.1,6703.1,88.5,18,4.56
KS-CRAFT-0331,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,29,401.64,520.0,2600.0,3001.64,3752.05,1,Natural Plant Extracts (Haldi/Neel),Q4 (Oct-Dec),1.45,7064.61,100.0,24,4.72
KS-CRAFT-0332,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,17,9,9431.45,750.0,12750.0,22181.45,27726.81,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,31914.0,80.1,18,4.84
KS-CRAFT-0333,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,13,1107.74,540.0,1080.0,2187.74,2734.67,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,3850.69,94.9,17,4.57
KS-CRAFT-0334,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,8,17,995.67,540.0,4320.0,5315.67,6644.59,1,Oxidized Brass Finish,Q3 (Jul-Sep),1.15,9537.53,90.6,19,4.65
KS-CRAFT-0335,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,23,1697.22,560.0,5040.0,6737.22,8421.52,1,Vegetable Dye Borders,Q1 (Jan-Mar),1.1,12288.43,83.8,17,4.66
KS-CRAFT-0336,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,22,1270.96,540.0,1080.0,2350.96,2938.7,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,4231.43,89.5,18,4.66
KS-CRAFT-0337,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,9,33,1964.29,540.0,4860.0,6824.29,8530.36,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,17094.91,100.0,24,4.51
KS-CRAFT-0338,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,21,2046.65,600.0,4800.0,6846.65,8558.31,1,Pomegranate Rind Extract,Q3 (Jul-Sep),1.15,12884.62,88.2,16,4.59
KS-CRAFT-0339,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",4,15,1152.48,580.0,2320.0,3472.48,4340.6,1,Copper Oxide Green Glaze,Q1 (Jan-Mar),1.1,5793.82,94.3,18,4.53
KS-CRAFT-0340,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,31,591.7,580.0,3480.0,4071.7,5089.62,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,7855.62,83.6,20,4.59
KS-CRAFT-0341,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,14,1348.24,580.0,3480.0,4828.24,6035.3,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,11124.22,100.0,21,4.6
KS-CRAFT-0342,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,6,18,2069.25,600.0,3600.0,5669.25,7086.56,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,13615.17,100.0,18,4.65
KS-CRAFT-0343,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,23,1002.59,540.0,3780.0,4782.59,5978.24,1,Charcoal Forge Oxidation,Q3 (Jul-Sep),1.15,8639.91,95.7,19,4.54
KS-CRAFT-0344,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,6,23,788.24,520.0,3120.0,3908.24,4885.3,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,6047.54,79.1,20,4.73
KS-CRAFT-0345,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,5,36,1289.14,540.0,2700.0,3989.14,4986.43,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,7583.4,96.3,18,4.64
KS-CRAFT-0346,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,6,525.5,520.0,3640.0,4165.5,5206.88,1,Organic Mineral Pigments,Q3 (Jul-Sep),1.15,6953.67,94.6,19,4.66
KS-CRAFT-0347,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,24,35,8194.42,750.0,18000.0,26194.42,32743.02,1,Pure Natural Cashmere,Q2 (Apr-Jun),0.95,43263.07,72.1,15,4.9
KS-CRAFT-0348,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,3,15,1715.5,600.0,1800.0,3515.5,4394.38,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,6232.76,95.4,22,4.71
KS-CRAFT-0349,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,13,14,7294.69,750.0,9750.0,17044.69,21305.86,0,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,21196.05,63.8,14,4.89
KS-CRAFT-0350,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,13,753.88,580.0,3480.0,4233.88,5292.35,1,Copper Oxide Green Glaze,Q3 (Jul-Sep),1.15,7160.12,93.6,24,4.46
KS-CRAFT-0351,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,22,1523.41,600.0,4800.0,6323.41,7904.26,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,10735.7,92.7,20,4.79
KS-CRAFT-0352,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,37,575.31,540.0,3240.0,3815.31,4769.14,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,7112.89,95.0,22,4.53
KS-CRAFT-0353,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,5,38,621.35,650.0,3250.0,3871.35,4839.19,1,Organic Turmeric & Indigo Lacquer,Q2 (Apr-Jun),0.95,6111.83,76.0,15,4.81
KS-CRAFT-0354,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,8,23,10984.24,750.0,6000.0,16984.24,21230.3,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,25824.9,78.5,15,5.0
KS-CRAFT-0355,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,6,15,665.78,600.0,3600.0,4265.78,5332.22,1,16-Stage Natural Indigo & Madder,Q4 (Oct-Dec),1.45,10082.34,100.0,26,4.68
KS-CRAFT-0356,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,6,16,2942.87,680.0,4080.0,7022.87,8778.59,1,Vegetable Dye Blend,Q1 (Jan-Mar),1.1,12515.82,86.2,21,4.87
KS-CRAFT-0357,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,24,477.32,580.0,1740.0,2217.32,2771.65,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,3791.11,93.9,21,4.59
KS-CRAFT-0358,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,10,28,1637.26,540.0,5400.0,7037.26,8796.58,1,Natural Beeswax Patina,Q3 (Jul-Sep),1.15,13248.24,89.1,15,4.63
KS-CRAFT-0359,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,16,25,5847.48,620.0,9920.0,15767.48,19709.35,0,Metallic Zari & Organic Dip,Q1 (Jan-Mar),1.1,24121.63,80.9,18,4.82
KS-CRAFT-0360,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,6,4,2279.82,560.0,3360.0,5639.82,7049.77,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,11674.51,100.0,24,4.79
KS-CRAFT-0361,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,26,1098.28,520.0,3640.0,4738.28,5922.85,0,Natural Plant Extracts (Haldi/Neel),Q3 (Jul-Sep),1.15,7814.91,82.7,15,4.55
KS-CRAFT-0362,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,24,8,9701.49,750.0,18000.0,27701.49,34626.86,1,Pure Natural Cashmere,Q4 (Oct-Dec),1.45,58919.38,100.0,25,4.84
KS-CRAFT-0363,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,6,15,1051.27,520.0,3120.0,4171.27,5214.09,1,Natural Plant Extracts (Haldi/Neel),Q2 (Apr-Jun),0.95,6400.04,83.6,22,4.67
KS-CRAFT-0364,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,4,19,1138.85,540.0,2160.0,3298.85,4123.56,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,6026.88,88.2,20,4.51
KS-CRAFT-0365,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,31,472.45,650.0,1300.0,1772.45,2215.56,1,Natural Vegetable Resins,Q1 (Jan-Mar),1.1,3332.09,85.5,19,4.85
KS-CRAFT-0366,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,17,810.2,580.0,1160.0,1970.2,2462.75,1,Copper Oxide Green Glaze,Q2 (Apr-Jun),0.95,2883.25,76.1,18,4.53
KS-CRAFT-0367,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,6,22,1445.73,560.0,3360.0,4805.73,6007.16,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,10869.49,100.0,25,4.86
KS-CRAFT-0368,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,7,960.19,520.0,2080.0,3040.19,3800.24,1,Natural Plant Extracts (Haldi/Neel),Q2 (Apr-Jun),0.95,4490.26,79.7,19,4.69
KS-CRAFT-0369,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,8,37,9740.14,750.0,6000.0,15740.14,19675.17,1,Pure Natural Cashmere,Q2 (Apr-Jun),0.95,26118.47,73.4,15,5.0
KS-CRAFT-0370,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,11,35,8914.66,750.0,8250.0,17164.66,21455.83,1,Pure Natural Cashmere,Q3 (Jul-Sep),1.15,33681.65,96.2,24,5.0
KS-CRAFT-0371,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,23,13,5833.52,750.0,17250.0,23083.52,28854.4,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,34700.22,77.8,16,4.85
KS-CRAFT-0372,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,17,1275.84,560.0,1680.0,2955.84,3694.8,1,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,4431.31,81.8,17,4.88
KS-CRAFT-0373,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,8,36,1468.39,680.0,5440.0,6908.39,8635.49,1,Vegetable Dye Blend,Q1 (Jan-Mar),1.1,13450.75,87.0,19,4.69
KS-CRAFT-0374,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,7,1201.34,580.0,3480.0,4681.34,5851.68,1,Copper Oxide Green Glaze,Q3 (Jul-Sep),1.15,8468.4,90.5,19,4.65
KS-CRAFT-0375,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,6,3,1930.76,600.0,3600.0,5530.76,6913.45,1,16-Stage Natural Indigo & Madder,Q4 (Oct-Dec),1.45,11747.79,100.0,22,4.62
KS-CRAFT-0376,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,3,10,626.0,520.0,1560.0,2186.0,2732.5,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,3263.4,80.8,17,4.67
KS-CRAFT-0377,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,10,5,942.65,540.0,5400.0,6342.65,7928.31,1,Natural Beeswax Patina,Q2 (Apr-Jun),0.95,8642.7,78.1,20,4.49
KS-CRAFT-0378,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,3,28,764.98,520.0,1560.0,2324.98,2906.22,1,Natural Plant Extracts (Haldi/Neel),Q3 (Jul-Sep),1.15,4591.22,97.0,24,4.79
KS-CRAFT-0379,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,11,13,2547.87,540.0,5940.0,8487.87,10609.84,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,19220.3,100.0,25,4.5
KS-CRAFT-0380,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,3,24,1196.61,540.0,1620.0,2816.61,3520.76,0,Charcoal Forge Oxidation,Q3 (Jul-Sep),1.15,4457.56,80.5,15,4.5
KS-CRAFT-0381,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,3,14,1066.06,540.0,1620.0,2686.06,3357.57,1,Charcoal Forge Oxidation,Q4 (Oct-Dec),1.45,6276.87,100.0,24,4.47
KS-CRAFT-0382,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,36,884.31,520.0,3640.0,4524.31,5655.39,1,Natural Plant Extracts (Haldi/Neel),Q1 (Jan-Mar),1.1,8693.06,89.1,23,4.67
KS-CRAFT-0383,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,9,1375.31,580.0,3480.0,4855.31,6069.14,1,Copper Oxide Green Glaze,Q3 (Jul-Sep),1.15,8452.33,90.6,23,4.52
KS-CRAFT-0384,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,4,3,607.92,540.0,2160.0,2767.92,3459.9,1,Charcoal Forge Oxidation,Q4 (Oct-Dec),1.45,5926.06,100.0,19,4.65
KS-CRAFT-0385,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,19,628.0,580.0,1160.0,1788.0,2235.0,1,Copper Oxide Green Glaze,Q3 (Jul-Sep),1.15,3289.88,95.5,25,4.55
KS-CRAFT-0386,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,12,33,2389.2,540.0,6480.0,8869.2,11086.5,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,21222.13,100.0,20,4.63
KS-CRAFT-0387,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,13,506.79,520.0,3640.0,4146.79,5183.49,1,Organic Mineral Pigments,Q1 (Jan-Mar),1.1,7252.94,94.0,21,4.72
KS-CRAFT-0388,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,3,3707.88,680.0,6120.0,9827.88,12284.85,1,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,13720.15,79.3,14,4.72
KS-CRAFT-0389,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,27,656.63,600.0,4200.0,4856.63,6070.79,0,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,7741.55,78.8,18,4.7
KS-CRAFT-0390,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,36,309.64,520.0,2600.0,2909.64,3637.05,1,Natural Plant Extracts (Haldi/Neel),Q4 (Oct-Dec),1.45,7431.22,100.0,23,4.7
KS-CRAFT-0391,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,6,13,2903.05,680.0,4080.0,6983.05,8728.81,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,12760.98,92.2,19,4.8
KS-CRAFT-0392,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,8,1173.98,540.0,3780.0,4953.98,6192.47,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,8104.02,94.2,18,4.69
KS-CRAFT-0393,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,14,808.37,560.0,3920.0,4728.37,5910.46,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,10712.88,100.0,20,4.68
KS-CRAFT-0394,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,19,1294.46,540.0,3240.0,4534.46,5668.07,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,8342.08,97.6,23,4.69
KS-CRAFT-0395,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,33,2351.64,560.0,3920.0,6271.64,7839.55,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,15203.02,100.0,19,4.83
KS-CRAFT-0396,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,5,3,1374.76,600.0,3000.0,4374.76,5468.45,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,9114.98,100.0,23,4.76
KS-CRAFT-0397,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,12,16,3549.65,620.0,7440.0,10989.65,13737.06,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,15856.29,81.2,21,4.8
KS-CRAFT-0398,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,7,16,2558.21,540.0,3780.0,6338.21,7922.76,1,Natural Beeswax Patina,Q2 (Apr-Jun),0.95,9755.95,76.1,18,4.48
KS-CRAFT-0399,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,14,37,2228.48,620.0,8680.0,10908.48,13635.6,0,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,23361.88,100.0,25,4.97
KS-CRAFT-0400,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,22,35,6237.28,750.0,16500.0,22737.28,28421.6,1,Walnut Hull & Saffron Tint,Q3 (Jul-Sep),1.15,45711.93,89.2,20,4.91
KS-CRAFT-0401,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,14,782.02,540.0,3240.0,4022.02,5027.52,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,7007.96,89.5,21,4.45
KS-CRAFT-0402,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,5,19,1518.33,540.0,2700.0,4218.33,5272.91,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,9471.07,100.0,23,4.54
KS-CRAFT-0403,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,4,26,1554.37,560.0,2240.0,3794.37,4742.96,1,Vegetable Dye Borders,Q4 (Oct-Dec),1.45,8829.47,100.0,18,4.79
KS-CRAFT-0404,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,8,38,2427.77,540.0,4320.0,6747.77,8434.71,1,Oxidized Brass Finish,Q1 (Jan-Mar),1.1,12438.25,94.0,22,4.57
KS-CRAFT-0405,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,36,2498.95,680.0,6120.0,8618.95,10773.69,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,14424.09,75.4,17,4.79
KS-CRAFT-0406,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,19,519.04,580.0,1740.0,2259.04,2823.8,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,3930.96,87.9,18,4.59
KS-CRAFT-0407,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,1,25,538.23,650.0,650.0,1188.23,1485.29,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,2248.91,96.0,21,4.89
KS-CRAFT-0408,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,3,34,721.23,650.0,1950.0,2671.23,3339.04,1,Natural Vegetable Resins,Q3 (Jul-Sep),1.15,5419.55,92.5,18,4.81
KS-CRAFT-0409,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,24,1026.95,520.0,3640.0,4666.95,5833.69,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,7458.53,72.4,13,4.61
KS-CRAFT-0410,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,28,1001.21,600.0,4800.0,5801.21,7251.51,1,Pomegranate Rind Extract,Q3 (Jul-Sep),1.15,11349.25,99.8,24,4.68
KS-CRAFT-0411,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,4,4,1131.0,560.0,2240.0,3371.0,4213.75,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,7354.75,100.0,24,4.67
KS-CRAFT-0412,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,33,386.0,520.0,1040.0,1426.0,1782.5,1,Natural Plant Extracts (Haldi/Neel),Q4 (Oct-Dec),1.45,3591.2,100.0,26,4.58
KS-CRAFT-0413,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,9,27,10720.91,750.0,6750.0,17470.91,21838.64,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,27993.83,77.2,14,4.93
KS-CRAFT-0414,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,23,897.19,520.0,1040.0,1937.19,2421.49,1,Organic Mineral Pigments,Q1 (Jan-Mar),1.1,3611.83,90.6,18,4.66
KS-CRAFT-0415,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,30,1057.34,540.0,3240.0,4297.34,5371.68,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,7092.31,77.7,15,4.47
KS-CRAFT-0416,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,22,431.86,650.0,2600.0,3031.86,3789.83,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,5532.16,93.7,16,4.88
KS-CRAFT-0417,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,21,2178.56,560.0,1680.0,3858.56,4823.2,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,7152.91,90.0,23,4.76
KS-CRAFT-0418,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,10,17,2474.01,540.0,5400.0,7874.01,9842.51,1,Oxidized Brass Finish,Q2 (Apr-Jun),0.95,11929.83,78.2,19,4.6
KS-CRAFT-0419,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,5,29,816.17,650.0,3250.0,4066.17,5082.71,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,7529.09,91.3,21,4.8
KS-CRAFT-0420,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,12,474.45,650.0,1300.0,1774.45,2218.06,1,Organic Turmeric & Indigo Lacquer,Q4 (Oct-Dec),1.45,3836.61,100.0,20,4.83
KS-CRAFT-0421,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,4,34,1591.78,680.0,2720.0,4311.78,5389.72,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,6828.36,81.9,21,4.77
KS-CRAFT-0422,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,4,12,3393.22,680.0,2720.0,6113.22,7641.53,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,10360.26,93.7,18,4.86
KS-CRAFT-0423,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,18,1570.79,580.0,1160.0,2730.79,3413.49,1,Copper Oxide Green Glaze,Q1 (Jan-Mar),1.1,4634.75,96.5,18,4.63
KS-CRAFT-0424,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,12,22,3873.23,620.0,7440.0,11313.23,14141.54,0,Metallic Zari & Organic Dip,Q2 (Apr-Jun),0.95,15253.99,62.0,16,4.88
KS-CRAFT-0425,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,3,6,389.11,650.0,1950.0,2339.11,2923.89,1,Organic Turmeric & Indigo Lacquer,Q4 (Oct-Dec),1.45,5309.74,100.0,21,4.65
KS-CRAFT-0426,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,3,802.4,650.0,2600.0,3402.4,4253.0,0,Natural Vegetable Resins,Q1 (Jan-Mar),1.1,4885.42,74.0,18,4.71
